id,release_date,title,production_budget,domestic_gross_x,worldwide_gross,studio,foreign_gross
49,1953-08-05,From Here to Eternity,1650000.0,30500000.0,30500000.0,,0.0
50,1938-09-01,You Can't Take It With You,1644000.0,4000000.0,4000000.0,,0.0
51,1999-04-09,Foolish,1600000.0,6026908.0,6026908.0,,0.0
52,1949-07-26,She Wore a Yellow Ribbon,1600000.0,5400000.0,5400000.0,,0.0
53,1974-04-07,The Conversation,1600000.0,4420000.0,4420000.0,,0.0
54,2010-10-15,N-Secure,1600000.0,2595644.0,2595644.0,,0.0
55,2008-02-01,Sukkar banat,1600000.0,1060591.0,14253760.0,,13193169.0
56,1989-12-31,Out of the Dark,1600000.0,419428.0,419428.0,,0.0
57,2006-01-27,Bubble,1600000.0,145382.0,145382.0,,0.0
58,2005-09-23,Dil Jo Bhi Kahey...,1600000.0,129319.0,129319.0,,0.0
59,1999-01-15,Mississippi Mermaid,1600000.0,27795.0,2627795.0,,2600000.0
60,2014-09-26,Two Night Stand,1600000.0,15600.0,868081.0,EOne,852481.0
61,2005-11-04,I Love Your Work,1600000.0,3264.0,3264.0,,0.0
62,1955-08-05,The Kingâs Thief,1577000.0,0.0,0.0,,0.0
63,2011-04-01,Insidious,1500000.0,54009150.0,99870886.0,FD,45861736.0
64,2016-10-21,Moonlight,1500000.0,27854931.0,65245512.0,,37390581.0
65,2003-09-12,Cabin Fever,1500000.0,21158188.0,30351664.0,,9193476.0
66,2007-05-02,Waitress,1500000.0,19097550.0,22217183.0,,3119633.0
67,1989-09-08,Kickboxer,1500000.0,14533681.0,14533681.0,,0.0
68,1988-02-26,Bloodsport,1500000.0,11806119.0,11806119.0,,0.0
69,1939-10-17,Mr. Smith Goes To Washington,1500000.0,9000000.0,9000000.0,,0.0
70,2018-03-23,Unsane,1500000.0,7690044.0,14244931.0,BST,6554887.0
71,1995-07-21,Kids,1500000.0,7412216.0,20412216.0,,13000000.0
72,2005-10-05,The Squid and the Whale,1500000.0,7372734.0,11191423.0,,3818689.0
73,2002-03-13,Kissing Jessica Stein,1500000.0,7025722.0,9345061.0,,2319339.0
74,1945-10-31,Spellbound,1500000.0,7000000.0,7000000.0,,0.0
75,1979-04-20,Dawn of the Dead,1500000.0,5100000.0,55000000.0,,49900000.0
76,1994-09-23,Exotica,1500000.0,5046118.0,5046118.0,,0.0
77,2013-07-26,The To Do List,1500000.0,3491669.0,4128828.0,,637159.0
78,2013-02-01,The Gatekeepers,1500000.0,2408553.0,2592308.0,,183755.0
79,1998-06-26,Buffalo '66,1500000.0,2380606.0,2380606.0,,0.0
80,1984-03-02,Repo Man,1500000.0,2300000.0,2300000.0,,0.0
81,2016-10-21,Iâm Not Ashamed,1500000.0,2082980.0,2082980.0,,0.0
82,1985-01-18,Blood Simple,1500000.0,1690913.0,2730877.0,,1039964.0
83,2002-04-19,Nueve Reinas,1500000.0,1222889.0,12412889.0,,11190000.0
84,2013-04-19,The Lords of Salem,1500000.0,1165881.0,1541131.0,,375250.0
85,2016-10-21,31,1500000.0,779820.0,922727.0,,142907.0
86,2005-03-25,The Ballad of Jack and Rose,1500000.0,712294.0,1126258.0,,413964.0
87,2016-04-22,Unsullied,1500000.0,510957.0,510957.0,,0.0
88,1994-08-31,Killing Zoe,1500000.0,418953.0,418953.0,,0.0
89,2002-05-17,The Believer,1500000.0,406035.0,1840248.0,,1434213.0
90,2008-03-07,Snow Angels,1500000.0,402858.0,414404.0,,11546.0
91,2001-08-10,Session 9,1500000.0,378176.0,1619602.0,,1241426.0
92,2011-02-11,MOOZ-lum,1500000.0,362239.0,372239.0,,10000.0
93,2007-09-05,I Want Someone To Eat Cheese With,1500000.0,194568.0,194568.0,,0.0
94,2011-08-19,Amigo,1500000.0,184705.0,184705.0,,0.0
95,2007-09-07,Hatchet,1500000.0,175281.0,240396.0,,65115.0
96,2008-10-31,My Name is Bruce,1500000.0,173066.0,173066.0,,0.0
97,2010-08-06,The Disappearance of Alice Creed,1500000.0,166980.0,1605139.0,Anch.,1438159.0
98,1936-02-05,Modern Times,1500000.0,163245.0,199747.0,,36502.0
99,2007-05-11,The Salon,1500000.0,139084.0,139084.0,,0.0
100,2013-10-25,The Square,1500000.0,124244.0,176262.0,Magn.,52018.0
1,2002-03-22,Stolen Summer,1500000.0,119841.0,119841.0,,0.0
2,2015-03-06,Road Hard,1500000.0,113169.0,113169.0,,0.0
3,2005-09-28,Forty Shades of Blue,1500000.0,75828.0,172569.0,,96741.0
4,2009-10-09,Trucker,1500000.0,52429.0,52429.0,,0.0
5,2009-05-29,Pontypool,1500000.0,3865.0,31916.0,,28051.0
6,2015-09-28,"Me, You and Five Bucks",1500000.0,2105.0,2105.0,,0.0
7,2014-10-17,Housebound,1500000.0,0.0,236863.0,,236863.0
8,2018-07-20,Teefa in Trouble,1500000.0,0.0,98806.0,,98806.0
9,2005-11-04,Wal-Mart: The High Cost of Low Price,1500000.0,0.0,58692.0,,58692.0
10,2014-04-17,Closer to the Moon,1500000.0,0.0,5396.0,,5396.0
11,2006-03-17,Fetching Cody,1500000.0,0.0,0.0,,0.0
12,2011-06-03,The Lion of Judah,1500000.0,0.0,0.0,,0.0
13,2014-11-11,Once Upon a Time in Queens,1500000.0,0.0,0.0,,0.0
14,2015-02-13,Girlhouse,1500000.0,0.0,0.0,,0.0
15,2015-05-26,Mutant World,1500000.0,0.0,0.0,,0.0
16,2015-11-20,#Horror,1500000.0,0.0,0.0,,0.0
17,2015-09-08,Checkmate,1500000.0,0.0,0.0,,0.0
18,1937-12-21,Snow White and the Seven Dwarfs,1488000.0,184925486.0,184925486.0,,0.0
19,1968-01-01,Shalako,1455000.0,2620000.0,2620000.0,,0.0
20,2018-11-30,Werk ohne Autor,1400000.0,1303747.0,4331152.0,,3027405.0
21,2015-11-20,Mustang,1400000.0,845464.0,5552584.0,Cohen,4707120.0
22,2005-04-29,The Holy Girl,1400000.0,304124.0,1261792.0,,957668.0
23,2014-10-03,La chambre bleue,1400000.0,260441.0,1945420.0,,1684979.0
24,2004-09-17,Incident at Loch Ness,1400000.0,36830.0,56073.0,,19243.0
25,2013-04-05,Eddie: The Sleepwalking Cannibal,1400000.0,1632.0,1632.0,,0.0
26,2010-05-01,My Girlfriend's Boyfriend,1400000.0,0.0,0.0,,0.0
27,2014-12-31,Kurmanjan datka,1400000.0,0.0,0.0,,0.0
28,2014-12-31,House at the End of the Drive,1400000.0,0.0,0.0,,0.0
29,1966-07-06,Batman - The Movie,1377800.0,0.0,0.0,,0.0
30,1999-03-05,"Lock, Stock and Two Smoking Barrels",1350000.0,3897569.0,28356188.0,,24458619.0
31,1983-08-19,The Ballad of Gregorio Cortez,1305000.0,909000.0,909000.0,,0.0
32,1936-06-26,San Francisco,1300000.0,2868000.0,5273000.0,,2405000.0
33,1998-10-09,Festen,1300000.0,1647780.0,1647780.0,,0.0
34,1996-10-11,Trees Lounge,1300000.0,749741.0,749741.0,,0.0
35,2009-05-22,The Girlfriend Experience,1300000.0,695840.0,1005840.0,,310000.0
36,2007-03-23,Journey from the Fall,1300000.0,635305.0,635305.0,,0.0
37,2000-05-05,The Basket,1300000.0,609042.0,609042.0,,0.0
38,2015-01-30,Above and Beyond,1300000.0,288751.0,288751.0,,0.0
39,1985-03-15,Def-Con 4,1300000.0,210904.0,210904.0,,0.0
40,2005-12-09,Neal n' Nikki,1300000.0,100358.0,329621.0,,229263.0
41,2003-12-19,The Hebrew Hammer,1300000.0,77755.0,90213.0,,12458.0
42,2014-06-13,Los insolitos peces gato,1300000.0,11278.0,54665.0,,43387.0
43,2006-04-07,Simon,1300000.0,4055.0,1738663.0,,1734608.0
44,2011-05-24,Forget Me Not,1300000.0,0.0,13465.0,,13465.0
45,2010-06-08,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000.0,0.0,0.0,,0.0
46,2015-06-26,The Algerian,1300000.0,0.0,0.0,,0.0
47,1940-03-21,Rebecca,1288000.0,6000000.0,6002370.0,,2370.0
48,1981-04-30,Friday the 13th Part 2,1250000.0,21722776.0,21722776.0,,0.0
49,1945-11-29,The Lost Weekend,1250000.0,11000000.0,11000000.0,,0.0
50,1984-08-31,C.H.U.D.,1250000.0,4700000.0,4700000.0,,0.0
51,2014-10-17,Dear White People,1250000.0,4404154.0,5403771.0,RAtt.,999617.0
52,2013-04-19,Filly Brown,1250000.0,2850357.0,2940411.0,,90054.0
53,1953-01-21,Niagara,1250000.0,2500000.0,2500000.0,,0.0
54,2016-12-31,Bodom,1250000.0,0.0,726460.0,,726460.0
55,1941-10-28,How Green Was My Valley,1250000.0,0.0,0.0,,0.0
56,2015-01-13,Da Sweet Blood of Jesus,1250000.0,0.0,0.0,,0.0
57,2004-10-29,Saw,1200000.0,55968727.0,103880027.0,,47911300.0
58,1989-08-04,"Sex, Lies, and Videotape",1200000.0,24741667.0,36741667.0,,12000000.0
59,2002-02-15,Super Troopers,1200000.0,18492362.0,23046142.0,,4553780.0
60,2002-02-22,Monsoon Wedding,1200000.0,13876974.0,27025600.0,,13148626.0
61,2000-11-10,You Can Count on Me,1200000.0,9180275.0,10827356.0,,1647081.0
62,1951-07-03,Strangers on a Train,1200000.0,7000000.0,7000000.0,,0.0
63,1955-10-03,The Trouble with Harry,1200000.0,7000000.0,7000000.0,,0.0
64,1967-12-29,"Il buono, il brutto, il cattivo",1200000.0,6100000.0,6100000.0,,0.0
65,1951-09-18,The Day the Earth Stood Still,1200000.0,3700000.0,3700000.0,,0.0
66,2013-04-19,Home Run,1200000.0,2859955.0,2859955.0,,0.0
67,1992-10-23,Reservoir Dogs,1200000.0,2832029.0,2832029.0,,0.0
68,2000-07-07,But I'm a Cheerleader,1200000.0,2205627.0,2509344.0,,303717.0
69,1956-12-23,The Wrong Man,1200000.0,2000000.0,2000000.0,,0.0
70,1975-09-26,The Rocky Horror Picture Show,1200000.0,1414845.0,1615976.0,,201131.0
71,1976-01-01,The Blue Bird,1200000.0,887000.0,887000.0,,0.0
72,2012-04-13,Blue Like Jazz,1200000.0,595018.0,595018.0,,0.0
73,2015-08-28,Que Horas Ela Volta?,1200000.0,376976.0,3249041.0,,2872065.0
74,1982-11-19,Q,1200000.0,255000.0,255000.0,,0.0
75,2003-03-21,Down & Out with the Dolls,1200000.0,58936.0,58936.0,,0.0
76,2012-06-01,"Pink Ribbons, Inc.",1200000.0,26608.0,26608.0,,0.0
77,2018-02-06,Blood Feast,1200000.0,8708.0,8708.0,,0.0
78,2011-02-11,Certifiably Jonathan,1200000.0,7826.0,7826.0,,0.0
79,2015-09-18,La navaja de Don Juan,1200000.0,4254.0,4254.0,,0.0
80,2008-12-31,Extreme Movie,1200000.0,0.0,81338.0,,81338.0
81,1936-10-20,The Charge of the Light Brigade,1200000.0,0.0,0.0,,0.0
82,2004-06-18,Grand Theft Parsons,1200000.0,0.0,0.0,,0.0
83,2012-08-28,Below Zero,1200000.0,0.0,0.0,,0.0
84,2012-09-07,Crowsnest,1200000.0,0.0,0.0,,0.0
85,2012-09-14,Airborne,1200000.0,0.0,0.0,,0.0
86,2014-09-09,Cotton Comes to Harlem,1200000.0,0.0,0.0,,0.0
87,2015-02-03,Bleeding Hearts,1200000.0,0.0,0.0,,0.0
88,2013-12-31,The Wicked Within,1200000.0,0.0,0.0,,0.0
89,2017-12-31,The Islands,1200000.0,0.0,0.0,,0.0
90,2014-03-21,Godâs Not Dead,1150000.0,60755732.0,63777092.0,,3021360.0
91,2005-10-07,Waiting...,1125000.0,16124543.0,18673274.0,,2548731.0
92,2006-05-12,Dead Man's Shoes,1125000.0,6408.0,414736.0,,408328.0
93,1980-02-01,The Fog,1100000.0,21445318.0,21445820.0,,502.0
94,2005-12-25,Wolf Creek,1100000.0,16186348.0,29005064.0,,12818716.0
95,2005-02-11,Ong-Bak,1100000.0,4563167.0,24062965.0,,19499798.0
96,2012-03-23,Serbuan maut,1100000.0,4105123.0,9297407.0,,5192284.0
97,1986-09-26,Down by Law,1100000.0,1436000.0,1436000.0,,0.0
98,1987-09-04,The Offspring,1100000.0,1355728.0,1355728.0,,0.0
99,2002-02-22,Sex with Strangers,1100000.0,247740.0,247740.0,,0.0
100,2012-05-18,Beyond the Black Rainbow,1100000.0,56491.0,56491.0,,0.0
1,2003-05-14,Dracula: Pages from a Virgin's Diary,1100000.0,39659.0,81371.0,,41712.0
2,2014-11-21,The Sleepwalker,1100000.0,2636.0,2636.0,,0.0
3,2017-03-07,Departure,1100000.0,0.0,27561.0,,27561.0
4,2009-04-07,Faith Like Potatoes,1100000.0,0.0,0.0,,0.0
5,2010-03-23,Lake Mungo,1100000.0,0.0,0.0,,0.0
6,2015-04-07,Silent Running,1100000.0,0.0,0.0,,0.0
7,2010-12-31,The Dead Undead,1100000.0,0.0,0.0,,0.0
8,2013-12-31,The Vatican Exorcisms,1100000.0,0.0,0.0,,0.0
9,2009-12-11,Rocket Singh: Salesman of the Year,1070000.0,164649.0,5348767.0,,5184118.0
10,1943-01-23,Casablanca,1039000.0,10462500.0,10496855.0,,34355.0
11,1976-11-21,Rocky,1000000.0,117235147.0,225000000.0,,107764853.0
12,2012-01-06,The Devil Inside,1000000.0,53262945.0,101759490.0,Par.,48496545.0
13,1963-10-07,Tom Jones,1000000.0,37600000.0,37600000.0,,0.0
14,2015-04-17,Unfriended,1000000.0,32789645.0,64364198.0,Uni.,31574553.0
15,1976-02-08,Taxi Driver,1000000.0,28262574.0,28316211.0,,53637.0
16,2006-05-24,An Inconvenient Truth,1000000.0,24146161.0,53365925.0,,29219764.0
17,2013-08-23,You're Next,1000000.0,18494006.0,26887177.0,LGF,8393171.0
18,2012-05-25,Chernobyl Diaries,1000000.0,18119640.0,42411721.0,WB,24292081.0
19,1981-04-10,The Howling,1000000.0,17985000.0,17985000.0,,0.0
20,1963-05-08,Dr. No,1000000.0,16067035.0,59567035.0,,43500000.0
21,1987-09-18,Hellraiser,1000000.0,14564000.0,14575148.0,,11148.0
22,2016-03-11,"Hello, My Name is Doris",1000000.0,14444999.0,14662703.0,RAtt.,217704.0
23,2005-09-16,Cry Wolf,1000000.0,10047674.0,15943081.0,,5895407.0
24,2000-08-18,Godzilla 2000,1000000.0,10037390.0,10037390.0,,0.0
25,2010-12-29,Blue Valentine,1000000.0,9737892.0,16566240.0,Wein.,6828348.0
26,2006-01-20,Transamerica,1000000.0,9015303.0,16553163.0,,7537860.0
27,1970-01-01,Beyond the Valley of the Dolls,1000000.0,9000000.0,9000000.0,,0.0
28,1956-11-15,Love Me Tender,1000000.0,9000000.0,9000000.0,,0.0
29,2018-07-20,Unfriended: Dark Web,1000000.0,8866745.0,16434588.0,BH Tilt,7567843.0
30,1949-12-14,Sands of Iwo Jima,1000000.0,7800000.0,7800000.0,,0.0
31,2015-09-25,The Green Inferno,1000000.0,7192291.0,12931420.0,BH Tilt,5739129.0
32,2017-02-03,I Am Not Your Negro,1000000.0,7123919.0,9617402.0,,2493483.0
33,2012-10-19,The Sessions,1000000.0,6002451.0,11495204.0,FoxS,5492753.0
34,2008-04-04,Shine a Light,1000000.0,5505267.0,16173879.0,,10668612.0
35,2012-03-23,October Baby,1000000.0,5355847.0,5391992.0,,36145.0
36,2014-09-12,The Skeleton Twins,1000000.0,5284309.0,5797192.0,RAtt.,512883.0
37,2013-06-14,20 Feet From Stardom,1000000.0,4946250.0,5892466.0,,946216.0
38,2009-06-12,"Food, Inc.",1000000.0,4417674.0,4731944.0,,314270.0
39,2017-07-28,An Inconvenient Sequel,1000000.0,3496795.0,5839322.0,,2342527.0
40,1998-08-21,Next Stop Wonderland,1000000.0,3395581.0,3465703.0,,70122.0
41,2014-06-06,Obvious Child,1000000.0,3122616.0,3324070.0,A24,201454.0
42,2011-10-21,Martha Marcy May Marlene,1000000.0,2981038.0,5438911.0,FoxS,2457873.0
43,2005-08-03,Junebug,1000000.0,2678010.0,3553253.0,,875243.0
44,2008-08-01,Frozen River,1000000.0,2511476.0,6030129.0,,3518653.0
45,2001-11-21,Sidewalks of New York,1000000.0,2402459.0,3575308.0,,1172849.0
46,1998-04-24,Two Girls and a Guy,1000000.0,2057193.0,2315026.0,,257833.0
47,2000-09-29,The Broken Hearts Club: A Romantic Comedy,1000000.0,1744858.0,2022442.0,,277584.0
48,2006-06-28,Who Killed the Electric Car?,1000000.0,1678874.0,1849392.0,,170518.0
49,2009-09-18,The Secrets of Jonathan Sperry,1000000.0,1355079.0,1355079.0,,0.0
50,1996-07-17,Walking and Talking,1000000.0,1287480.0,1615787.0,,328307.0
51,2003-09-19,Bubba Ho-Tep,1000000.0,1239183.0,1492895.0,,253712.0
52,2001-12-07,No Man's Land,1000000.0,1067481.0,2684207.0,,1616726.0
53,1998-10-09,Slam,1000000.0,1009819.0,1087521.0,,77702.0
54,2017-10-06,Visages villages,1000000.0,952432.0,4015686.0,,3063254.0
55,2001-04-06,Brigham City,1000000.0,852206.0,852206.0,,0.0
56,2017-08-18,Patti Cake$,1000000.0,800148.0,1471090.0,FoxS,670942.0
57,2000-12-01,Panic,1000000.0,779137.0,1425707.0,,646570.0
58,2014-05-09,Palo Alto,1000000.0,767732.0,1156309.0,Trib.,388577.0
59,2000-09-08,Fiza,1000000.0,623791.0,1179462.0,,555671.0
60,2010-02-03,Ajami,1000000.0,621859.0,2721096.0,Kino,2099237.0
61,1998-10-23,Orgazmo,1000000.0,582024.0,627287.0,,45263.0
62,2011-07-29,The Future,1000000.0,568662.0,1239174.0,RAtt.,670512.0
63,2003-02-14,All the Real Girls,1000000.0,549666.0,703020.0,,153354.0
64,2014-10-24,23 Blast,1000000.0,549185.0,549185.0,,0.0
65,1997-06-20,Dream With The Fishes,1000000.0,542909.0,542909.0,,0.0
66,2013-07-19,The Act of Killing,1000000.0,486919.0,1227316.0,,740397.0
67,2003-05-02,Blue Car,1000000.0,464126.0,475367.0,,11241.0
68,2007-10-19,Wristcutters: A Love Story,1000000.0,446165.0,473769.0,,27604.0
69,2000-05-05,Luminarias,1000000.0,428535.0,428535.0,,0.0
70,2014-07-18,I Origins,1000000.0,336472.0,852399.0,FoxS,515927.0
71,2014-11-28,Antarctica: A Year on Ice,1000000.0,288757.0,288757.0,,0.0
72,2003-08-22,The Battle of Shaker Heights,1000000.0,280351.0,839145.0,,558794.0
73,2008-01-18,Taxi to the Dark Side,1000000.0,274661.0,304472.0,,29811.0
74,2016-04-08,The Invitation,1000000.0,231738.0,354836.0,Drft.,123098.0
75,2004-09-24,Guiana 1838,1000000.0,227241.0,227241.0,,0.0
76,2002-12-30,Love Liza,1000000.0,213137.0,213137.0,,0.0
77,2006-07-07,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000.0,144601.0,215559.0,,70958.0
78,2001-08-22,Lisa Picard is Famous,1000000.0,113433.0,113433.0,,0.0
79,2015-07-31,Beyond the Brick: A LEGO Brickumentary,1000000.0,101531.0,101531.0,,0.0
80,2009-10-30,The House of the Devil,1000000.0,101215.0,102812.0,,1597.0
81,2012-06-01,Hardflip,1000000.0,96734.0,96734.0,,0.0
82,2016-03-11,Creative Control,1000000.0,63014.0,63014.0,,0.0
83,2005-09-16,Chocolate: Deep Dark Secrets,1000000.0,49000.0,1549000.0,,1500000.0
84,2011-07-01,The Perfect Host,1000000.0,48764.0,51587.0,,2823.0
85,1998-09-25,The Last Big Thing,1000000.0,22434.0,22434.0,,0.0
86,1998-08-07,Safe Men,1000000.0,21210.0,21210.0,,0.0
87,2001-08-31,Speedway Junky,1000000.0,17127.0,17127.0,,0.0
88,2015-02-13,Hits,1000000.0,15156.0,15156.0,,0.0
89,2000-09-22,The Specials,1000000.0,12996.0,12996.0,,0.0
90,2010-09-03,16 to Life,1000000.0,11574.0,11574.0,,0.0
91,2007-01-17,Alone with Her,1000000.0,10787.0,844377.0,,833590.0
92,2014-10-17,Camp X-Ray,1000000.0,9837.0,101053.0,IFC,91216.0
93,2008-11-21,Special,1000000.0,7202.0,26822.0,,19620.0
94,2015-04-10,The Sisterhood of Night,1000000.0,6870.0,6870.0,,0.0
95,1999-03-19,Sparkler,1000000.0,5494.0,5494.0,,0.0
96,2005-03-18,The Helixâ¦Loaded,1000000.0,3700.0,3700.0,,0.0
97,2015-05-15,Childless,1000000.0,1036.0,1036.0,,0.0
98,2006-04-21,In Her Line of Fire,1000000.0,884.0,884.0,,0.0
99,2002-12-13,The Jimmy Show,1000000.0,703.0,703.0,,0.0
100,2013-12-31,Heli,1000000.0,0.0,552614.0,,552614.0
1,2015-12-31,Karachi se Lahore,1000000.0,0.0,17721.0,,17721.0
2,2006-12-31,Loving Annabelle,1000000.0,0.0,5382.0,,5382.0
3,2015-12-11,American Hero,1000000.0,0.0,26.0,,26.0
4,2009-12-01,Frat Party,1000000.0,0.0,0.0,,0.0
5,2006-09-15,Jimmy and Judy,1000000.0,0.0,0.0,,0.0
6,2003-10-24,The Party's Over,1000000.0,0.0,0.0,,0.0
7,2009-07-17,The Poker House,1000000.0,0.0,0.0,,0.0
8,2005-09-23,Proud,1000000.0,0.0,0.0,,0.0
9,2008-12-31,Steppin: The Movie,1000000.0,0.0,0.0,,0.0
10,2010-01-29,Zombies of Mass Destruction,1000000.0,0.0,0.0,,0.0
11,2012-03-20,Snow White: A Deadly Summer,1000000.0,0.0,0.0,,0.0
12,2012-10-09,Truth or Die,1000000.0,0.0,0.0,,0.0
13,2013-05-14,Black Rock,1000000.0,0.0,0.0,,0.0
14,2014-01-07,Hidden Away,1000000.0,0.0,0.0,,0.0
15,2013-10-04,My Last Day Without You,1000000.0,0.0,0.0,,0.0
16,2013-10-08,Zombie Hunter,1000000.0,0.0,0.0,,0.0
17,2014-12-31,Doc Holliday's Revenge,1000000.0,0.0,0.0,,0.0
18,2014-06-24,A Fine Step,1000000.0,0.0,0.0,,0.0
19,2015-02-10,Fear Clinic,1000000.0,0.0,0.0,,0.0
20,2015-03-10,The Pet,1000000.0,0.0,0.0,,0.0
21,2014-12-31,Bang Bang Baby,1000000.0,0.0,0.0,,0.0
22,2016-04-08,Hush,1000000.0,0.0,0.0,,0.0
23,2016-03-01,1982,1000000.0,0.0,0.0,,0.0
24,2015-10-27,The Horror Network,1000000.0,0.0,0.0,,0.0
25,2016-12-31,Chemical Cut,1000000.0,0.0,0.0,,0.0
26,2015-12-22,Por amor en el caserio,1000000.0,0.0,0.0,,0.0
27,2007-06-01,And Then Came Love,989000.0,8158.0,8158.0,,0.0
28,2006-04-14,Hard Candy,950000.0,1024640.0,8267066.0,,7242426.0
29,2002-09-27,Charly,950000.0,814666.0,814666.0,,0.0
30,2014-01-10,Banshee Chapter,950000.0,0.0,78122.0,,78122.0
31,2012-12-31,Trance,950000.0,0.0,0.0,FoxS,0.0
32,2014-08-12,Jesse,950000.0,0.0,0.0,,0.0
33,2015-03-03,Ask Me Anything,950000.0,0.0,0.0,,0.0
34,2012-04-13,L!fe Happens,930000.0,30905.0,30905.0,,0.0
35,2017-05-12,Lowriders,916000.0,6179955.0,6188421.0,,8466.0
36,2014-11-21,Food Chains,913000.0,0.0,176.0,,176.0
37,1954-07-28,On the Waterfront,910000.0,9600000.0,9600000.0,,0.0
38,2013-07-12,Fruitvale Station,900000.0,16098998.0,17549645.0,Wein.,1450647.0
39,2016-04-01,Meet the Blacks,900000.0,9097072.0,9097072.0,,0.0
40,2008-01-25,"4 luni, 3 saptamani si 2 zile",900000.0,1196321.0,11993156.0,,10796835.0
41,2011-08-26,Circumstance,900000.0,454121.0,958978.0,RAtt.,504857.0
42,2006-08-25,The Quiet,900000.0,381420.0,381420.0,,0.0
43,2012-04-27,The Giant Mechanical Man,900000.0,7396.0,7396.0,,0.0
44,2013-04-05,The Brass Teapot,900000.0,6997.0,413733.0,,406736.0
45,2014-12-31,40 Weeks,900000.0,0.0,0.0,,0.0
46,2015-05-05,Le bonheur d'Elza,900000.0,0.0,0.0,,0.0
47,1942-08-13,Bambi,858000.0,102797000.0,268000000.0,,165203000.0
48,2012-08-31,"For a Good Time, Call",850000.0,1251749.0,1386088.0,,134339.0
49,2004-01-30,Latter Days,850000.0,833118.0,865708.0,,32590.0
50,2008-03-21,The Hammer,850000.0,442638.0,442638.0,,0.0
51,2015-08-28,Windsor Drive,850000.0,3256.0,3256.0,,0.0
52,2012-12-31,Snitch,850000.0,0.0,0.0,LG/S,0.0
53,2008-12-31,Harrison Montgomery,850000.0,0.0,0.0,,0.0
54,2012-08-03,Celeste and Jesse Forever,840000.0,3103407.0,3787689.0,SPC,684282.0
55,2002-10-25,Time Changer,825000.0,1500711.0,1500711.0,,0.0
56,2009-08-11,London to Brighton,825000.0,0.0,610776.0,,610776.0
57,2009-12-31,Crying With Laughter,820000.0,0.0,16909.0,,16909.0
58,1971-01-01,Billy Jack,800000.0,98000000.0,98000000.0,,0.0
59,2011-12-30,Jodaeiye Nader az Simin,800000.0,7098492.0,24426169.0,,17327677.0
60,1996-05-10,Welcome to the Dollhouse,800000.0,4198137.0,5034794.0,,836657.0
61,2003-03-28,Raising Victor Vargas,800000.0,2073984.0,2900578.0,,826594.0
62,1993-10-01,Ruby in Paradise,800000.0,1001437.0,1001437.0,,0.0
63,2002-08-09,Pandora's Box,800000.0,881950.0,881950.0,,0.0
64,2007-07-18,Cama adentro,800000.0,200433.0,200433.0,,0.0
65,2000-03-10,Deterrence,800000.0,144583.0,371647.0,,227064.0
66,2004-05-07,The Mudge Boy,800000.0,62544.0,62544.0,,0.0
67,2003-04-11,The Young Unknowns,800000.0,58163.0,58163.0,,0.0
68,2009-06-19,DÃ¸d snÃ¸,800000.0,46742.0,2194020.0,,2147278.0
69,2014-09-19,Not Cool,800000.0,35688.0,35688.0,,0.0
70,2012-02-03,Kill List,800000.0,29063.0,462206.0,IFC,433143.0
71,2015-01-09,Vessel,800000.0,0.0,0.0,,0.0
72,2004-08-06,Saints and Soldiers,780000.0,1310470.0,1310470.0,,0.0
73,1973-08-11,American Graffiti,777000.0,115000000.0,140000000.0,,25000000.0
74,2006-09-08,Iraq for Sale: The War Profiteers,775000.0,0.0,0.0,,0.0
75,2011-09-09,Kevin Hart: Laugh at My Pain,750000.0,7706436.0,7712436.0,,6000.0
76,2007-04-13,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000.0,5520368.0,5520368.0,,0.0
77,2012-06-08,Safety Not Guaranteed,750000.0,4010957.0,4422318.0,FD,411361.0
78,2012-02-03,The Innkeepers,750000.0,78396.0,1011535.0,Magn.,933139.0
79,2014-08-29,Il conformista,750000.0,59656.0,89609.0,,29953.0
80,2002-11-15,Interview with the Assassin,750000.0,47329.0,47329.0,,0.0
81,2005-07-01,Undead,750000.0,41196.0,229250.0,,188054.0
82,2009-01-23,Donkey Punch,750000.0,19367.0,814801.0,,795434.0
83,2013-10-11,All the Boys Love Mandy Lane,750000.0,0.0,1960521.0,RTWC,1960521.0
84,2014-12-31,Destiny,750000.0,0.0,450.0,,450.0
85,2009-04-07,Bled,750000.0,0.0,0.0,,0.0
86,2016-01-05,Adulterers,750000.0,0.0,0.0,,0.0
87,1968-06-25,La mariÃ©e Ã©tait en noir,747000.0,44566.0,44566.0,,0.0
88,1952-07-24,High Noon,730000.0,8000000.0,8000000.0,,0.0
89,1994-10-14,Hoop Dreams,700000.0,7768371.0,11768371.0,,4000000.0
90,2005-06-24,Rize,700000.0,3278611.0,4857731.0,,1579120.0
91,2006-08-11,Half Nelson,700000.0,2697938.0,4911725.0,,2213787.0
92,2001-09-07,L.I.E.,700000.0,1140965.0,1140965.0,,0.0
93,2017-08-04,Columbus,700000.0,1017107.0,1110511.0,,93404.0
94,1999-10-08,Naturally Native,700000.0,10508.0,10508.0,,0.0
95,2010-01-26,B-Girl,700000.0,0.0,1160.0,,1160.0
96,2015-03-13,Walter,700000.0,0.0,0.0,,0.0
